Date,Away Team,Away Score,Home Team,Home Score
2017-10-21,washington and lee,36,hampden-sydney,6
2017-10-21,florida a&m,27,hampton,31
2017-10-21,sw oklahoma st,0,harding,42
2017-10-21,east central ok,24,henderson st,16
2017-10-21,walsh,0,hillsdale,38
2017-10-21,wooster,58,hiram,25
2017-10-21,colgate,45,holy cross,7
2017-10-21,morgan st,14,howard,39
2017-10-21,sul ross st,52,howard payne,15
2017-10-21,western oregon,32,humboldt st,42
2017-10-21,portland st,30,idaho st,59
2017-10-21,knox,13,illinois college,23
2017-10-21,south dakota,21,illinois st,37
2017-10-21,carthage,10,illinois wesleyan,13
2017-10-21,southern illinois,45,indiana st,24
2017-10-21,minnesota-morris,17,iowa wesleyan,24
2017-10-21,st john fisher,10,ithaca,35
2017-10-21,southern u.,35,jackson st,17
2017-10-21,san diego,63,jacksonville fl,10
2017-10-21,dickinson st,44,jamestown,13
2017-10-21,shaw,10,johnson c. smith,13
2017-10-21,moravian,20,juniata,17
2017-10-21,adrian,36,kalamazoo,22
2017-10-21,oklahoma,42,kansas st,35
2017-10-21,gardner-webb,3,kennesaw st,17
2017-10-21,tuskegee,26,kentucky st,21
2017-10-21,chapman,38,la verne,21
2017-10-21,bucknell,13,lafayette,7
2017-10-21,greensboro,10,lagrange,59
2017-10-21,malone,24,lake erie,13
2017-10-21,grinnell,6,lake forest,70
2017-10-21,arizona christian,20,langston,21
2017-10-21,pacific or,17,lewis & clark or,7
2017-10-21,indianapolis,45,lincoln mo,0
2017-10-21,virginia st,73,lincoln pa,21
2017-10-21,cumberland tn,41,lindsey wilson,44
2017-10-21,george fox,6,linfield,12
2017-10-21,winston-salem st,42,livingstone,14
2017-10-21,kutztown,55,lock haven,26
2017-10-21,coe,38,loras,44
2017-10-21,southern miss,34,louisiana tech,27
2017-10-21,wartburg,41,luther,16
2017-10-21,texas wesleyan,14,lyon,21
2017-10-21,ripon,31,macalester,47
2017-10-21,eureka,37,macmurray,20
2017-10-21,bluffton,21,manchester,28
2017-10-21,heidelberg,21,marietta,44
2017-10-21,drake,19,marist,14
2017-10-21,wingate,42,mars hill,21
2017-10-21,northwestern mn,30,martin luther,14
2017-10-21,st cloud st,33,mary,7
2017-10-21,belhaven,7,mary hardin-baylor,45
2017-10-21,methodist,14,maryville tn,35
2017-10-21,plymouth st,40,mass maritime,14
2017-10-21,georgia southern,20,massachusetts,55
2017-10-21,muhlenberg,40,mcdaniel,13
2017-10-21,incarnate word,7,mcneese st,55
2017-10-21,seton hill,16,mercyhurst,35
2017-10-21,syracuse,19,miami fl,27
2017-10-21,buffalo,14,miami oh,24
2017-10-21,indiana,9,michigan st,17
2017-10-21,wayne st mi,20,michigan tech,14
2017-10-21,evangel,31,midamerica nazarene,29
2017-10-21,west texas a&m,3,midwestern st,45
2017-10-21,lane,13,miles,23
2017-10-21,carroll wi,35,millikin,56
2017-10-21,berry,37,millsaps,22
2017-10-21,illinois,17,minnesota,24
2017-10-21,minn st-moorhead,49,minnesota-crookston,7
2017-10-21,minot st,0,minnesota-duluth,37
2017-10-21,lebanon valley,17,misericordia,0
2017-10-21,lsu,40,mississippi,24
2017-10-21,west georgia,28,mississippi college,0
2017-10-21,kentucky,7,mississippi st,45
2017-10-21,virginia u-lynchburg,5,mississippi valley st,53
2017-10-21,idaho,21,missouri,68
2017-10-21,st francis in,56,missouri baptist,23
2017-10-21,mckendree,39,missouri s&t,31
2017-10-21,central oklahoma,63,missouri southern,33
2017-10-21,south dakota st,62,missouri st,30
2017-10-21,central methodist,6,missouri valley,38
2017-10-21,fort hays st,38,missouri western,10
2017-10-21,liberty,39,monmouth nj,56
2017-10-21,montana st-northern,19,montana tech,93
2017-10-21,eastern oregon,21,montana-western,30
2017-10-21,stetson,26,morehead st,29
2017-10-21,benedict,29,morehouse,26
2017-10-21,hastings,16,morningside,56
2017-10-21,cortland st,34,morrisville st,20
2017-10-21,suny-maritime,21,mount ida,13
2017-10-21,ohio northern,7,muskingum,6
2017-10-21,central florida,31,navy,21
2017-10-21,northeastern st ok,27,nebraska-kearney,42
2017-10-21,towson,17,new hampshire,40
2017-10-21,kean,26,new jersey,3
2017-10-21,limestone,27,newberry,24
2017-10-21,bethune-cookman,20,north carolina a&t,24
2017-10-21,norfolk st,28,north carolina central,21
2017-10-21,augustana il,2,north central,54
2017-10-21,sacramento st,34,north dakota,27
2017-10-21,western illinois,12,north dakota st,24
2017-10-21,wheaton,56,north park,0
2017-10-21,uc-davis,31,northern arizona,45
2017-10-21,montana st,27,northern colorado,24
2017-10-21,youngstown st,14,northern iowa,19
2017-10-21,saginaw valley st,20,northern michigan,12
2017-10-21,bemidji st,44,northern st sd,17
2017-10-21,iowa,10,northwestern,17
2017-10-21,central arkansas,45,northwestern st,17
2017-10-21,davenport,30,northwood,33
2017-10-21,maine maritime,22,norwich,24
2017-10-21,southern cal,14,notre dame,49
2017-10-21,wv wesleyan,20,notre dame oh,13
2017-10-21,lindenwood,0,nw missouri st,19
2017-10-21,wabash,35,oberlin,21
2017-10-21,kent st,3,ohio u.,48
2017-10-21,denison,31,ohio wesleyan,20
2017-10-21,sw assem of god,29,ok panhandle st,21
2017-10-21,st mary ks,24,ottawa,38
2017-10-21,baldwin wallace,29,otterbein,37
2017-10-21,oklahoma baptist,14,ouachita baptist,52
2017-10-21,st anselm,35,pace,34
2017-10-21,michigan,13,penn state,42
2017-10-21,yale,24,pennsylvania,19
2017-10-21,william penn,14,peru st,17
2017-10-21,st andrews,46,point u.,19
2017-10-21,texas-permian basin,42,quincy,7
2017-10-21,elon,35,rhode island,34
2017-10-21,sacred heart,21,robert morris pa,14
2017-10-21,carroll mt,16,rocky mountain,3
2017-10-21,franklin,29,rose-hulman,22
2017-10-21,purdue,12,rutgers,14
2017-10-21,southern virginia,0,salisbury,42
2017-10-21,endicott,14,salve regina,41
2017-10-21,lamar,27,sam houston st,63
2017-10-21,fresno st,27,san diego st,3
2017-10-21,trinity tx,27,sewanee,21
2017-10-21,urbana,14,shepherd,48
2017-10-21,millersville,14,shippensburg,51
2017-10-21,west florida,42,shorter,29
2017-10-21,louisiana-monroe,23,south alabama,33
2017-10-21,webber int'l,7,southeastern fl,56
2017-10-21,se oklahoma st,19,southern arkansas,49
2017-10-21,merrimack,9,southern conn st,28
2017-10-21,coll of idaho,7,southern oregon,36
2017-10-21,eastern washington,28,southern utah,46
2017-10-21,bethany ks,14,southwestern ks,28
2017-10-21,catholic,20,springfield,68
2017-10-21,olivet nazarene,31,st francis il,43
2017-10-21,gustavus adolphus,17,st john's mn,41
2017-10-21,rochester,14,st lawrence,36
2017-10-21,lawrence,6,st norbert,38
2017-10-21,carleton,26,st olaf,29
2017-10-21,st ambrose,28,st xavier,41
2017-10-21,houston baptist,10,stephen f. austin,27
2017-10-21,albright,23,stevenson,26
2017-10-21,bentley,35,stonehill,41
2017-10-21,ursinus,14,susquehanna,21
2017-10-21,angelo st,20,tamu-commerce,34
2017-10-21,tarleton st,41,tamu-kingsville,34
2017-10-21,lindenwood-belleville,10,taylor,63
2017-10-21,kansas,0,tcu,43
2017-10-21,oklahoma st,13,texas,10
2017-10-21,hardin-simmons,33,texas lutheran,30
2017-10-21,iowa st,31,texas tech,13
2017-10-21,rice,7,texas-san antonio,20
2017-10-21,carnegie mellon,42,thiel,10
2017-10-21,st vincent,13,thomas more,63
2017-10-21,ashland,38,tiffin,24
2017-10-21,akron,21,toledo,48
2017-10-21,hope,14,trine,50
2017-10-21,bowdoin,14,trinity ct,63
2017-10-21,robert morris il,28,trinity int'l,34
2017-10-21,south florida,34,tulane,28
2017-10-21,catawba,40,tusculum,13
2017-10-21,oregon,14,ucla,31
2017-10-21,alabama-birmingham,24,unc-charlotte,25
2017-10-21,pikeville,35,union ky,63
2017-10-21,hobart,23,union ny,28
2017-10-21,utah st,52,unlv,28
2017-10-21,arizona st,30,utah,10
2017-10-21,buffalo st,12,utica,34
2017-10-21,uw-platteville,34,uw-eau claire,14
2017-10-21,uw-oshkosh,42,uw-la crosse,28
2017-10-21,uw-whitewater,20,uw-river falls,7
2017-10-21,uw-stevens point,17,uw-stout,23
2017-10-21,dakota st,31,valley city st,28
2017-10-21,boston college,41,virginia,10
2017-10-21,north carolina,7,virginia tech,59
2017-10-21,charleston wv,27,virginia-wise,21
2017-10-21,western carolina,26,vmi,7
2017-10-21,mayville st,14,waldorf,48
2017-10-21,westminster pa,33,wash & jeff,34
2017-10-21,central missouri,62,washburn,42
2017-10-21,colorado,0,washington st,28
2017-10-21,bacone,21,wayland baptist,48
2017-10-21,rowan,3,wesley,34
2017-10-21,west liberty,33,west virginia st,39
2017-10-21,fort lewis,17,western new mexico,20
2017-10-21,new mexico highlands,16,western st co,26
2017-10-21,puget sound,23,whitworth,38
2017-10-21,pacific lutheran,27,willamette,14
2017-10-21,james madison,46,william & mary,14
2017-10-21,truman st,24,william jewell,14
2017-10-21,tufts,21,williams,13
2017-10-21,mount union,66,wilmington,7
2017-10-21,wayne st ne,19,winona st,42
2017-10-21,maryland,13,wisconsin,38
2017-10-21,lakeland,48,wisconsin lutheran,0
2017-10-21,samford,24,wofford,21
2017-10-21,umass-dartmouth,40,worcester st,45
2017-10-21,merchant marine,7,wpi,41
2017-10-22,pittsburg st,27,emporia st,10
2017-10-22,mcpherson,7,friends,14
2017-10-22,kansas wesleyan,20,tabor,41
2017-10-26,toledo,58,ball st,17
2017-10-26,minnesota-duluth,17,bemidji st,0
2017-10-26,south alabama,13,georgia st,21
2017-10-26,findlay,49,malone,0
2017-10-26,clark atlanta,17,miles,38
2017-10-26,eastern michigan,27,northern illinois,30
2017-10-26,stanford,15,oregon st,14
2017-10-26,shorter,6,west georgia,42
2017-10-27,florida st,3,boston college,35
2017-10-27,tulane,26,memphis,56
2017-10-27,tulsa,34,smu,38
2017-10-27,frostburg st,35,southern virginia,3
2017-10-28,trine,55,adrian,34
2017-10-28,buffalo,20,akron,21
2017-10-28,alabama a&m,16,alabama st,21
2017-10-28,rhode island,31,albany ny,14
2017-10-28,benedict,17,albany st ga,12
2017-10-28,wilkes,23,albright,26
2017-10-28,hillsdale,37,alderson broaddus,31
2017-10-28,morrisville st,7,alfred,35
2017-10-28,mount ida,8,alfred st,18
2017-10-28,olivet,44,alma,20
2017-10-28,western new mexico,7,angelo st,44
2017-10-28,husson,70,anna maria,13
2017-10-28,washington st,37,arizona,58
2017-10-28,texas college,0,arizona christian,56
2017-10-28,southern cal,48,arizona st,17
2017-10-28,southern u.,47,arkansas-pine bluff,40
2017-10-28,stonehill,0,assumption,68
2017-10-28,hamline,28,augsburg,35
2017-10-28,north park,20,augustana il,17
2017-10-28,lakeland,47,aurora,38
2017-10-28,maryville tn,7,averett,12
2017-10-28,central methodist,0,baker,49
2017-10-28,capital,34,baldwin wallace,52
2017-10-28,texas,38,baylor,7
2017-10-28,louisiana college,46,belhaven,63
2017-10-28,lawrence,49,beloit,13
2017-10-28,southern conn st,45,bentley,42
2017-10-28,kansas wesleyan,56,bethany ks,28
2017-10-28,thomas more,21,bethany wv,0
2017-10-28,lindsey wilson,35,bethel tn,17
2017-10-28,hampton,21,bethune-cookman,24
2017-10-28,berry,35,birmingham-southern,18
2017-10-28,lock haven,27,bloomsburg,24
2017-10-28,union ky,7,bluefield va,17
2017-10-28,rose-hulman,31,bluffton,28
2017-10-28,wesleyan,21,bowdoin,10
2017-10-28,lincoln pa,14,bowie st,86
2017-10-28,guilford,49,bridgewater va,23
2017-10-28,san josé st,20,brigham young,41
2017-10-28,pennsylvania,17,brown,7
2017-10-28,brockport st,33,buffalo st,0
2017-10-28,mercyhurst,21,california pa,31
2017-10-28,jacksonville fl,54,campbell,48
2017-10-28,georgetown ky,31,campbellsville,24
2017-10-28,concordia-moorhead,35,carleton,12
2017-10-28,north central,60,carroll wi,21
2017-10-28,tusculum,7,carson-newman,27
2017-10-28,millikin,27,carthage,45
2017-10-28,washington mo,28,case western reserve,45
2017-10-28,norwich,7,catholic,10
2017-10-28,mcneese st,17,central arkansas,47
2017-10-28,austin peay,33,central florida,73
2017-10-28,loras,24,central ia,65
2017-10-28,central missouri,30,central oklahoma,48
2017-10-28,azusa pacific,23,central washington,34
2017-10-28,colorado mines,27,chadron st,15
2017-10-28,cal lutheran,38,chapman,46
2017-10-28,monmouth nj,23,charleston southern,20
2017-10-28,notre dame oh,17,charleston wv,12
2017-10-28,virginia st,26,chowan,23
2017-10-28,georgia tech,10,clemson,24
2017-10-28,texas st-san marcos,27,coastal carolina,7
2017-10-28,luther,36,coe,28
2017-10-28,bates,27,colby,24
2017-10-28,bucknell,3,colgate,40
2017-10-28,california,28,colorado,44
2017-10-28,new mexico highlands,14,colorado mesa,77
2017-10-28,air force,45,colorado st,28
2017-10-28,western st co,7,colorado st-pueblo,40
2017-10-28,benedictine il,61,concordia il,32
2017-10-28,taylor,14,concordia mi,31
2017-10-28,dakota wesleyan,16,concordia ne,38
2017-10-28,missouri,52,connecticut,12
2017-10-28,martin luther,44,crown,28
2017-10-28,dickinson st,28,dakota st,25
2017-10-28,butler,22,dayton,27
2017-10-28,hanover,37,defiance,29
2017-10-28,lebanon valley,0,delaware valley,35
2017-10-28,hiram,14,denison,45
2017-10-28,allegheny,26,depauw,42
2017-10-28,juniata,38,dickinson,14
2017-10-28,adams st,28,dixie st,54
2017-10-28,davidson,12,drake,17
2017-10-28,manchester,48,earlham,13
2017-10-28,arkansas tech,38,east central ok,10
2017-10-28,wofford,31,east tennessee st,24
2017-10-28,tamu-kingsville,34,eastern new mexico,51
2017-10-28,coll of idaho,38,eastern oregon,20
2017-10-28,illinois wesleyan,47,elmhurst,15
2017-10-28,hampden-sydney,38,emory & henry,30
2017-10-28,curry,17,endicott,7
2017-10-28,st scholastica,34,eureka,40
2017-10-28,missouri valley,0,evangel,21
2017-10-28,west virginia st,27,fairmont st,34
2017-10-28,northwood,14,ferris st,24
2017-10-28,georgia,42,florida,7
2017-10-28,lehigh,35,fordham,45
2017-10-28,emporia st,7,fort hays st,34
2017-10-28,south dakota tech,35,fort lewis,44
2017-10-28,morehouse,7,fort valley st,52
2017-10-28,mt st joseph,39,franklin,66
2017-10-28,unlv,26,fresno st,16
2017-10-28,tabor,45,friends,14
2017-10-28,dean,7,gallaudet,28
2017-10-28,liberty,33,gardner-webb,17
2017-10-28,lewis & clark or,15,george fox,42
2017-10-28,susquehanna,21,gettysburg,29
2017-10-28,texas southern,24,grambling st,50
2017-10-28,northern michigan,3,grand valley st,28
2017-10-28,culver-stockton,12,grand view,47
2017-10-28,huntingdon al,52,greensboro,7
2017-10-28,illinois college,30,grinnell,7
2017-10-28,geneva,7,grove city,25
2017-10-28,st olaf,13,gustavus adolphus,41
2017-10-28,southwestern tx,7,hardin-simmons,21
2017-10-28,dartmouth,22,harvard,25
2017-10-28,doane,13,hastings,7
2017-10-28,san diego st,28,hawai`i,7
2017-10-28,wilmington,14,heidelberg,37
2017-10-28,southern arkansas,30,henderson st,36
2017-10-28,georgetown dc,10,holy cross,24
2017-10-28,northwestern st,10,houston baptist,7
2017-10-28,texas lutheran,63,howard payne,21
2017-10-28,louisiana-monroe,23,idaho,31
2017-10-28,wisconsin,24,illinois,10
2017-10-28,nicholls st,38,incarnate word,31
2017-10-28,gannon,26,indiana pa,42
2017-10-28,minnesota,10,iowa,17
2017-10-28,tcu,7,iowa st,14
2017-10-28,greenville,48,iowa wesleyan,41
2017-10-28,se missouri st,7,jacksonville st,23
2017-10-28,new hampshire,0,james madison,21
2017-10-28,muskingum,0,john carroll,24
2017-10-28,hope,50,kalamazoo,0
2017-10-28,kansas st,30,kansas,20
2017-10-28,christopher newport,7,kean,27
2017-10-28,tennessee,26,kentucky,29
2017-10-28,cincinnati christian,6,kentucky christian,30
2017-10-28,lake erie,45,kentucky wesleyan,27
2017-10-28,wooster,51,kenyon,41
2017-10-28,fdu-florham,15,king's pa,18
2017-10-28,cornell ia,52,knox,51
2017-10-28,shippensburg,27,kutztown,13
2017-10-28,claremont-mudd-scripps,17,la verne,7
2017-10-28,monmouth il,42,lake forest,7
2017-10-28,stephen f. austin,34,lamar,7
2017-10-28,kentucky st,32,lane,5
2017-10-28,catawba,45,limestone,28
2017-10-28,nebraska-kearney,31,lindenwood,35
2017-10-28,fayetteville st,28,livingstone,26
2017-10-28,misericordia,17,lycoming,35
2017-10-28,st norbert,47,macalester,7
2017-10-28,william & mary,6,maine,23
2017-10-28,siena heights,21,marian in,27
2017-10-28,florida int'l,41,marshall,30
2017-10-28,indiana,39,maryland,42
2017-10-28,appalachian st,27,massachusetts,30
2017-10-28,jamestown,27,mayville st,14
2017-10-28,lincoln mo,12,mckendree,36
2017-10-28,mary hardin-baylor,62,mcmurry,0
2017-10-28,st anselm,3,merrimack,41
2017-10-28,ferrum,19,methodist,14
2017-10-28,rutgers,14,michigan,35
2017-10-28,davenport,10,michigan tech,17
2017-10-28,avila,34,midamerica nazarene,27
2017-10-28,trinity ct,27,middlebury,5
2017-10-28,cheyney,7,millersville,59
2017-10-28,centre,28,millsaps,13
2017-10-28,winona st,6,minn st-mankato,27
2017-10-28,mary,19,minn st-moorhead,51
2017-10-28,minot st,42,minnesota-crookston,35
2017-10-28,northwestern mn,21,minnesota-morris,14
2017-10-28,arkansas,38,mississippi,37
2017-10-28,jackson st,24,mississippi valley st,5
2017-10-28,sw baptist,38,missouri s&t,41
2017-10-28,indiana st,20,missouri st,59
2017-10-28,washburn,34,missouri western,24
2017-10-28,wpi,24,mit,21
2017-10-28,idaho st,14,montana st,28
2017-10-28,carroll mt,59,montana st-northern,7
2017-10-28,rocky mountain,30,montana tech,27
2017-10-28,wesley,26,montclair st,7
2017-10-28,franklin & marshall,36,moravian,14
2017-10-28,florida a&m,34,morgan st,31
2017-10-28,midland u.,15,morningside,36
2017-10-28,otterbein,14,mount union,51
2017-10-28,johns hopkins,31,muhlenberg,24
2017-10-28,eastern kentucky,26,murray st,13
2017-10-28,american int'l,19,new haven,20
2017-10-28,arkansas st,37,new mexico st,21
2017-10-28,becker,14,nichols,13
2017-10-28,savannah st,27,norfolk st,9
2017-10-28,delta st,7,north alabama,20
2017-10-28,miami fl,24,north carolina,19
2017-10-28,delaware st,14,north carolina central,42
2017-10-28,brevard,58,north carolina wesleyan,42
2017-10-28,northern iowa,14,north dakota st,30
2017-10-28,old dominion,38,north texas,45
2017-10-28,missouri southern,29,northeastern st ok,32
2017-10-28,sacramento st,17,northern arizona,37
2017-10-28,southern utah,27,northern colorado,14
2017-10-28,michigan st,31,northwestern,39
2017-10-28,dordt,23,northwestern ia,41
2017-10-28,north carolina st,14,notre dame,35
2017-10-28,marietta,35,ohio northern,28
2017-10-28,penn state,38,ohio state,39
2017-10-28,oberlin,26,ohio wesleyan,34
2017-10-28,langston,27,ok panhandle st,14
2017-10-28,texas tech,27,oklahoma,49
2017-10-28,sw oklahoma st,24,oklahoma baptist,28
2017-10-28,trinity bible,6,olivet nazarene,49
2017-10-28,utah,20,oregon,41
2017-10-28,arkansas-monticello,21,ouachita baptist,55
2017-10-28,liu post,41,pace,14
2017-10-28,linfield,16,pacific lutheran,10
2017-10-28,whitworth,30,pacific or,20
2017-10-28,graceland,34,peru st,55
2017-10-28,reinhardt,44,pikeville,21
2017-10-28,nw missouri st,10,pittsburg st,20
2017-10-28,virginia,14,pittsburgh,31
2017-10-28,westfield st,0,plymouth st,17
2017-10-28,ave maria,17,point u.,40
2017-10-28,north dakota,48,portland st,21
2017-10-28,bacone,17,prairie view a&m,34
2017-10-28,kennesaw st,28,presbyterian,0
2017-10-28,valley city st,66,presentation,27
2017-10-28,cornell ny,29,princeton,28
2017-10-28,willamette,13,puget sound,14
2017-10-28,nebraska,25,purdue,24
2017-10-28,truman st,31,quincy,7
2017-10-28,washington and lee,17,randolph-macon,14
2017-10-28,pomona-pitzer,20,redlands,42
2017-10-28,sewanee,10,rhodes,28
2017-10-28,louisiana tech,42,rice,28
2017-10-28,stony brook,27,richmond,24
2017-10-28,chicago,29,ripon,36
2017-10-28,concordia wi,26,rockford,20
2017-10-28,duquesne,37,sacred heart,21
2017-10-28,tiffin,9,saginaw valley st,14
2017-10-28,rowan,0,salisbury,33
2017-10-28,chattanooga,23,samford,21
2017-10-28,sam houston st,33,se louisiana,23
2017-10-28,harding,42,se oklahoma st,3
2017-10-28,edinboro,69,seton hill,20
2017-10-28,apprentice,15,shenandoah,50
2017-10-28,humboldt st,47,simon fraser,7
2017-10-28,buena vista,21,simpson,49
2017-10-28,augustana sd,14,sioux falls,21
2017-10-28,clarion,9,slippery rock,24
2017-10-28,vanderbilt,27,south carolina,34
2017-10-28,howard,28,south carolina st,20
2017-10-28,southern illinois,0,south dakota,42
2017-10-28,houston,28,south florida,24
2017-10-28,alabama-birmingham,30,southern miss,12
2017-10-28,nw oklahoma st,37,southern nazarene,44
2017-10-28,montana-western,19,southern oregon,44
2017-10-28,bethel ks,7,southwestern ks,35
2017-10-28,robert morris il,29,st ambrose,35
2017-10-28,cumberlands ky,21,st andrews,14
2017-10-28,johnson c. smith,0,st augustine's,24
2017-10-28,northern st sd,21,st cloud st,16
2017-10-28,st xavier,30,st francis il,28
2017-10-28,lindenwood-belleville,0,st francis in,70
2017-10-28,robert morris pa,7,st francis pa,36
2017-10-28,cortland st,28,st john fisher,35
2017-10-28,rpi,21,st lawrence,17
2017-10-28,mcpherson,28,st mary ks,41
2017-10-28,bethel mn,13,st thomas,58
2017-10-28,wash & jeff,21,st vincent,3
2017-10-28,ottawa,7,sterling,41
2017-10-28,san diego,48,stetson,7
2017-10-28,widener,20,stevenson,14
2017-10-28,east texas baptist,42,sul ross st,28
2017-10-28,castleton,7,suny-maritime,61
2017-10-28,lyon,13,sw assem of god,28
2017-10-28,western oregon,6,tarleton st,28
2017-10-28,tennessee st,26,tennessee tech,30
2017-10-28,eastern illinois,10,tennessee-martin,27
2017-10-28,mississippi st,35,texas a&m,14
2017-10-28,wayland baptist,54,texas wesleyan,24
2017-10-28,midwestern st,66,texas-permian basin,8
2017-10-28,vmi,3,the citadel,21
2017-10-28,delaware,17,towson,18
2017-10-28,missouri baptist,34,trinity int'l,27
2017-10-28,hendrix,38,trinity tx,35
2017-10-28,georgia southern,16,troy,38
2017-10-28,amherst,31,tufts,26
2017-10-28,central st oh,0,tuskegee,45
2017-10-28,cal poly slo,28,uc-davis,31
2017-10-28,framingham st,34,umass-dartmouth,14
2017-10-28,lenoir-rhyne,10,unc-pembroke,14
2017-10-28,sw minnesota st,20,upper iowa,31
2017-10-28,glenville st,34,urbana,14
2017-10-28,mcdaniel,21,ursinus,28
2017-10-28,boise st,41,utah st,14
2017-10-28,texas-san antonio,31,utep,14
2017-10-28,ithaca,14,utica,0
2017-10-28,uw-stout,55,uw-eau claire,7
2017-10-28,uw-river falls,28,uw-oshkosh,31
2017-10-28,uw-la crosse,27,uw-platteville,20
2017-10-28,uw-whitewater,35,uw-stevens point,7
2017-10-28,florida tech,14,valdosta st,42
2017-10-28,morehead st,32,valparaiso,63
2017-10-28,elon,19,villanova,14
2017-10-28,duke,3,virginia tech,24
2017-10-28,virginia-wise,65,virginia u-lynchburg,0
2017-10-28,elizabeth city st,21,virginia union,37
2017-10-28,wittenberg,21,wabash,14
2017-10-28,bryant,31,wagner,16
2017-10-28,louisville,32,wake forest,42
2017-10-28,ohio dominican,39,walsh,21
2017-10-28,faulkner,49,warner u.,34
2017-10-28,dubuque,0,wartburg,23
2017-10-28,ucla,23,washington,44
2017-10-28,ashland,30,wayne st mi,10
2017-10-28,concordia-st paul,23,wayne st ne,27
2017-10-28,thiel,7,waynesburg,34
2017-10-28,montana,27,weber st,41
2017-10-28,west florida,18,west alabama,35
2017-10-28,east stroudsburg,26,west chester,31
2017-10-28,concord,14,west liberty,44
2017-10-28,tamu-commerce,35,west texas a&m,16
2017-10-28,oklahoma st,50,west virginia,39
2017-10-28,furman,28,western carolina,6
2017-10-28,fitchburg st,34,western conn st,55
2017-10-28,south dakota st,52,western illinois,24
2017-10-28,florida atlantic,42,western kentucky,28
2017-10-28,salve regina,26,western new england,35
2017-10-28,macmurray,13,westminster mo,21
2017-10-28,carnegie mellon,7,westminster pa,21
2017-10-28,indianapolis,42,william jewell,3
2017-10-28,new jersey,20,william paterson,0
2017-10-28,benedictine ks,42,william penn,29
2017-10-28,hamilton,6,williams,24
2017-10-28,newberry,20,wingate,44
2017-10-28,shaw,21,winston-salem st,27
2017-10-28,albion,48,wisconsin lutheran,14
2017-10-28,mass maritime,0,worcester st,48
2017-10-28,shepherd,45,wv wesleyan,14
2017-10-28,new mexico,3,wyoming,42
2017-10-28,columbia,6,yale,23
2017-10-28,illinois st,35,youngstown st,0
2017-10-31,bowling green,44,kent st,16
2017-10-31,miami oh,28,ohio u.,45
2017-11-01,central michigan,35,western michigan,28
2017-11-02,ball st,14,eastern michigan,56
2017-11-02,mary,21,northern st sd,66
2017-11-02,navy,26,temple,34
2017-11-02,northern illinois,17,toledo,27
2017-11-02,idaho,21,troy,24
2017-11-02,eastern new mexico,45,west liberty,24
2017-11-03,albright,51,fdu-florham,33
2017-11-03,marshall,25,florida atlantic,30
2017-11-03,memphis,41,tulsa,14
2017-11-03,ucla,17,utah,48
2017-11-03,brown,7,yale,34
2017-11-04,colorado mines,52,adams st,24
2017-11-04,army,21,air force,0
2017-11-04,lsu,10,alabama,24
2017-11-04,rice,21,alabama-birmingham,52
2017-11-04,alabama a&m,22,alcorn st,47
2017-11-04,wabash,48,allegheny,41
2017-11-04,trine,41,alma,6
2017-11-04,assumption,40,american int'l,3
2017-11-04,trinity ct,20,amherst,28
2017-11-04,west texas a&m,3,angelo st,51
2017-11-04,emory & henry,37,apprentice,14
2017-11-04,colorado,30,arizona st,41
2017-11-04,coastal carolina,38,arkansas,39
2017-11-04,se oklahoma st,10,arkansas tech,48
2017-11-04,henderson st,28,arkansas-monticello,21
2017-11-04,grambling st,31,arkansas-pine bluff,26
2017-11-04,grand valley st,31,ashland,34
2017-11-04,concordia-st paul,13,augustana sd,28
2017-11-04,webber int'l,42,ave maria,10
2017-11-04,evangel,34,avila,14
2017-11-04,heidelberg,10,baldwin wallace,27
2017-11-04,bowdoin,17,bates,24
2017-11-04,salve regina,55,becker,0
2017-11-04,st cloud st,10,bemidji st,17
2017-11-04,kentucky st,16,benedict,20
2017-11-04,wisconsin lutheran,7,benedictine il,44
2017-11-04,grand view,30,benedictine ks,27
2017-11-04,new haven,24,bentley,27
2017-11-04,friends,49,bethany ks,20
2017-11-04,augsburg,22,bethel mn,42
2017-11-04,morgan st,28,bethune-cookman,41
2017-11-04,millsaps,17,birmingham-southern,20
2017-11-04,chadron st,35,black hills st,14
2017-11-04,earlham,21,bluffton,65
2017-11-04,nevada,14,boise st,41
2017-11-04,averett,41,brevard,17
2017-11-04,concordia ne,35,briar cliff,7
2017-11-04,worcester st,35,bridgewater st ma,21
2017-11-04,alfred,25,brockport st,35
2017-11-04,sacred heart,45,bryant,48
2017-11-04,lehigh,42,bucknell,21
2017-11-04,wartburg,56,buena vista,14
2017-11-04,portland st,28,cal poly slo,35
2017-11-04,oregon st,23,california,37
2017-11-04,cumberland tn,34,campbellsville,58
2017-11-04,marietta,49,capital,21
2017-11-04,montana-western,15,carroll mt,24
2017-11-04,westminster pa,10,case western reserve,41
2017-11-04,gallaudet,17,castleton,28
2017-11-04,newberry,13,catawba,17
2017-11-04,st francis pa,10,central conn st,28
2017-11-04,midamerica nazarene,37,central methodist,21
2017-11-04,northeastern st ok,24,central missouri,52
2017-11-04,claremont-mudd-scripps,38,chapman,48
2017-11-04,kutztown,65,cheyney,0
2017-11-04,macalester,14,chicago,19
2017-11-04,new jersey,21,christopher newport,19
2017-11-04,faulkner,54,cincinnati christian,3
2017-11-04,tufts,28,colby,14
